CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,NOMGEO,AMBITO,SUP_HAS
"250080028","25","008","0028",Ejido Culiacán (Culiacancito),Rural,29.3118
"250080024","25","008","0024",Ceuta,Rural,17.6191
"250080404","25","008","0404",Playa Ceuta,Rural,10.2202
"250090023","25","009","0023",Cristo Rey,Rural,70.3436
"250090034","25","009","0034",Isla del Bosque,Urbana,223.7730
"250090060","25","009","0060",Teacapán,Urbana,143.3214
"250110380","25","011","0380",Los Hornos Número Dos,Rural,20.6593
"250110751","25","011","0751",Las Glorias,Rural,70.3897
"250110741","25","011","0741",General Emiliano Zapata,Rural,11.0619
"250110707","25","011","0707",El Coloradito,Rural,13.7124
"250110695","25","011","0695",El Caracol,Rural,14.4572
"250110148","25","011","0148",El Huitussi,Rural,24.5229
"250111162","25","011","1162",Ejido Callejón de Tamazula,Rural,18.4307
"250110280","25","011","0280",El Tortugo,Rural,6.9682
"250110941","25","011","0941",22-15 [Campo Pesquero],Rural,7.4089
"250110042","25","011","0042",Alamito Caimanero,Rural,25.5104
"250110386","25","011","0386",Boca del Río,Rural,42.5526
"250110065","25","011","0065",El Cerro Cabezón,Urbana,42.9504
"250120483","25","012","0483",Las Higueras del Conchi,Rural,19.3174
"250120806","25","012","0806",Ampliación el Castillo,Rural,3.1437
"250121010","25","012","1010",CERESO,Rural,12.9690
"250121469","25","012","1469",Logistica y Distribución Integral Mazatlán [Parque Industrial],Rural,6.0551
"250120162","25","012","0162",El Castillo,Rural,103.2455
"250121257","25","012","1257",Fraccionamiento los Ángeles,Urbana,85.4516
"250120001","25","012","0001",Mazatlán,Urbana,8202.9670
"250140022","25","014","0022",La Guásima,Rural,47.6545
"250140041","25","014","0041",Los Pozos,Rural,41.5336
"250140287","25","014","0287",El Matadero,Rural,32.5198
"250140398","25","014","0398",Ejido Francisco Villa (Las Garzas),Rural,20.1691
"250140020","25","014","0020",Ejido Gregorio Vázquez Moreno (San Joachín),Rural,41.0469
"250140134","25","014","0134",Teodoro Beltrán (La Hacienda),Rural,35.1321
"250160335","25","016","0335",La Chicayota (Chilacayotas),Rural,17.3192
"250160679","25","016","0679",Ejido Toyhua,Rural,14.6382
"250160131","25","016","0131",El Pozole,Rural,27.2833
"250160676","25","016","0676",Barras de Piaxtla,Rural,42.1488
"250180588","25","018","0588",El Pintor,Rural,16.5697
"250182205","25","018","2205",Isla Cortés,Rural,194.8579
"250180126","25","018","0126",Yameto,Rural,8.1661
"250180113","25","018","0113",El Tetuán Viejo,Rural,23.3814
"250180434","25","018","0434",El Tetuán Nuevo,Rural,66.3641
"250180066","25","018","0066",El Laco,Rural,7.5538
"250180170","25","018","0170",Avándaro,Rural,29.6868
"250180131","25","018","0131",Las Aguamitas,Rural,49.4646
"250180041","25","018","0041",El Castillo,Urbana,74.8947
"250180054","25","018","0054",Dautillos,Rural,88.3913
"250180006","25","018","0006",Altata,Rural,142.0675
"250180322","25","018","0322",Las Puentes (Guadalupe Victoria),Rural,30.5301
"260250001","26","025","0001",Empalme,Urbana,1594.6561
"260290224","26","029","0224",La Salvación,Rural,26.1531
"260290453","26","029","0453",San Germán,Rural,17.3029
"260291708","26","029","1708",Campestre Corceles,Rural,83.1815
"260290631","26","029","0631",El Renacimiento,Rural,38.2980
"260290254","26","029","0254",San José de Guaymas,Rural,159.9763
"260290111","26","029","0111",Guásimas (De Belem),Rural,73.2591
"260290025","26","029","0025",San Carlos (San Carlos Nuevo Guaymas),Urbana,940.6838
"260290001","26","029","0001",Heroica Guaymas,Urbana,3887.3763
"260300137","26","030","0137",Bahía de Kino,Urbana,703.4025
"260330115","26","033","0115",Playa los Baños,Rural,17.5078
"260330067","26","033","0067",Moroncárit,Rural,97.3621
"260330038","26","033","0038",Etchoropo,Rural,58.0238
"260330002","26","033","0002",Agiabampo Uno,Rural,99.7565
"260330019","26","033","0019",Los Buitbores,Rural,10.8374
"260330099","26","033","0099",Yavaros (Isla las Viejas),Urbana,211.7851
"260710141","26","071","0141",Paredoncito,Rural,75.0355
"260720017","26","072","0017",Bahía de Lobos,Urbana,98.4639
"270020026","27","002","0026",El Capricho,Rural,120.8495
"270020032","27","002","0032",Chicozapote 1ra. Sección,Rural,14.0460
"270020041","27","002","0041",El Mingo,Rural,34.8129
"270020089","27","002","0089",El Yucateco (Paylebot 2da. Sección),Rural,55.7547
"270020121","27","002","0121",Pedro Sánchez Magallanes,Rural,5.5468
"270020031","27","002","0031",Cuauhtemoczín,Rural,35.7472
"270020157","27","002","0157",Las Coloradas 2da. Sección (Ampliación las Aldeas),Rural,20.8055
"270020118","27","002","0118",El Barí 1ra. Sección,Rural,30.6632
"270020022","27","002","0022",Coronel Andrés Sánchez Magallanes,Urbana,104.9882
"270030008","27","003","0008",Carlos Rovirosa 1ra. Sección,Rural,36.5642
"270030027","27","003","0027",Felipe Carrillo Puerto (Centro),Rural,9.0421
"270030028","27","003","0028",Felipe Carrillo Puerto Sur (Carrillón),Rural,4.9027
"270030036","27","003","0036",Ignacio Zaragoza,Rural,72.1278
"270030037","27","003","0037",Jalapita,Rural,1.6862
"270030045","27","003","0045",Nuevo Centla,Rural,16.5597
"270030046","27","003","0046",Potrerillo,Rural,2.7490
"270030053","27","003","0053",Barra de San Pedro,Rural,15.1583
"270030062","27","003","0062",La Victoria,Rural,47.2458
"270030089","27","003","0089",San Juan,Rural,103.2301
"270030188","27","003","0188",El Bosque,Rural,6.9437
"270030211","27","003","0211",Arroyo Polo 2da. Sección,Rural,4.6585
"270030242","27","003","0242",Lázaro Cárdenas,Rural,9.4223
"270030245","27","003","0245",Libertad de Allende,Rural,4.3303
"270030255","27","003","0255",Miguel Hidalgo 1ra. Sección,Rural,5.4991
"270030284","27","003","0284",Carlos Rovirosa 2da. Sección (La Costeñita),Rural,1.4314
"270030001","27","003","0001",Frontera,Urbana,495.1649
"270030015","27","003","0015",Cuauhtémoc,Urbana,121.4657
"270030035","27","003","0035",Ignacio Allende,Urbana,588.7676
"270030061","27","003","0061",Vicente Guerrero,Urbana,228.6048
"270050037","27","005","0037",José María Pino Suárez 2da. Sección,Rural,32.6854
"270050056","27","005","0056",Lázaro Cárdenas 3ra. Sección,Rural,66.0087
"270050080","27","005","0080",Ignacio Zaragoza 3ra. Sección,Rural,13.3172
"270050067","27","005","0067",Tránsito Tular,Rural,176.7375
"270050016","27","005","0016",Cocohital,Urbana,624.5311
"270080250","27","008","0250",Aquiles Serdán 2da. Sección (Azucenita),Rural,0.2012
"270080098","27","008","0098",La Venta,Urbana,474.7875
"270100022","27","010","0022",El Campo Petrolero Mecoacán,Rural,0.9466
"270100030","27","010","0030",Reforma 3ra. Sección (El Guano),Rural,19.8874
"270140002","27","014","0002",Aquiles Serdán,Rural,128.7957
"270140003","27","014","0003",Aquiles Serdán,Rural,22.0183
"270140008","27","014","0008",Chiltepec (Puerto Chiltepec),Rural,25.6948
"270140009","27","014","0009",Las Flores 1ra. Sección,Rural,5.6533
"270140015","27","014","0015",Libertad 2da. Sección,Rural,0.5400
"270140034","27","014","0034",Moctezuma 3ra. Sección,Rural,9.0949
"270140042","27","014","0042",La Unión 2da. Sección,Rural,6.1315
"270140056","27","014","0056",Palestina,Rural,16.9975
"270140059","27","014","0059",Hueso de Puerco (Colonia Quintín Aráuz),Rural,0.8933
"270140061","27","014","0061",Chiltepec (Sección Tanque),Rural,146.4965
"270140049","27","014","0049",Oriente 2da. Sección (Palma Huaca),Rural,94.2800
"270140041","27","014","0041",La Unión 1ra. Sección (Amatillo),Rural,6.9072
"270140054","27","014","0054",Chiltepec (Sección Pénjamo),Rural,521.2483
"270140046","27","014","0046",Chiltepec (Sección Banco),Rural,137.5848
"270140014","27","014","0014",Libertad 1ra. Sección (El Chivero),Rural,44.5025
"270140039","27","014","0039",Monte Adentro,Rural,109.3409
"270140013","27","014","0013",José María Morelos y Pavón (El Bellote),Rural,62.0060
"270140035","27","014","0035",Nicolás Bravo 2da. Sección (La Gloria),Rural,29.5720
"270140028","27","014","0028",Nuevo Torno Largo,Rural,19.1495
"270140004","27","014","0004",El Bellote (Miguel de la Madrid),Rural,11.2051
"270140005","27","014","0005",Puerto Ceiba (Carrizal),Rural,46.5053
"270140020","27","014","0020",Moctezuma 1ra. Sección,Rural,44.8621
"270140001","27","014","0001",Paraíso,Urbana,680.6545
"270140006","27","014","0006",Puerto Ceiba,Urbana,76.5493
"270140027","27","014","0027",Quintín Arauz,Urbana,526.4836
"270140033","27","014","0033",Las Flores 3ra. Sección (El Cerro),Rural,59.5434
"280020021","28","002","0021",Barra del Tordo,Rural,58.5213
"280020449","28","002","0449",Las Flores,Rural,26.7687
"280020367","28","002","0367",Paraíso Tortugas,Rural,64.1851
"280020146","28","002","0146",Morón,Rural,30.4290
"280020517","28","002","0517",El Ojite,Rural,8.5611
"280030081","28","003","0081",Francisco Medrano,Rural,50.8266
"280030203","28","003","0203",Santa Amalia,Rural,23.5285
"280030789","28","003","0789",Velamar,Rural,53.7896
"280030143","28","003","0143",La Pedrera,Rural,70.5585
"280030685","28","003","0685",Altamira [Puerto Industrial],Rural,1188.0234
"280030714","28","003","0714",El Contadero,Rural,9.7576
"280030001","28","003","0001",Altamira,Urbana,2495.5234
"280030122","28","003","0122",Miramar,Urbana,3297.7153
"280030012","28","003","0012",Armenta,Rural,7.9699
"280090001","28","009","0001",Ciudad Madero,Urbana,4843.3847
"280350542","28","035","0542",Carboneras (La Carbonera),Urbana,187.8314
"280370131","28","037","0131",La Pesca,Rural,81.8687
"280370431","28","037","0431",Benito Juárez,Rural,86.3437
"280370616","28","037","0616",Miguel de la Madrid (El Canal),Rural,21.9915
"280370887","28","037","0887",Sector la Pesca,Rural,10.4165
"280370209","28","037","0209",Vista Hermosa,Rural,65.3902
"280380008","28","038","0008",Cruz Grande (Estero del Camalote),Rural,25.8383
"280380001","28","038","0001",Tampico,Urbana,5551.6192
"300040101","30","004","0101",El Viejón Nuevo,Rural,19.8337
"300040113","30","004","0113",El Farallón,Rural,54.7865
"300040133","30","004","0133",Desviación Farallón Tinajitas,Rural,15.2695
"300040104","30","004","0104",Villa Rica de la Veracruz,Rural,27.2428
"300050018","30","005","0018",La Mojarra,Rural,2.8077
"300090046","30","009","0046",Palma Sola,Urbana,132.1274
"300110012","30","011","0012",Moral y Mosquitero,Rural,25.8106
"300110030","30","011","0030",Camaronera,Rural,0.1631
"300110044","30","011","0044",Chocotán,Rural,2.7483
"300110102","30","011","0102",El Conchal,Rural,13.2287
"300110136","30","011","0136",Los Médanos de Buena Vista,Rural,16.1403
"300110166","30","011","0166",El Nanche,Rural,2.9926
"300110191","30","011","0191",Luis Martínez (El Canal),Rural,1.0246
"300110197","30","011","0197",Amado Nervo,Rural,10.4729
"300110210","30","011","0210",Las Escolleras,Rural,16.3417
"300110244","30","011","0244",Playa de la Libertad,Rural,8.2077
"300110274","30","011","0274",Villa Rica [Clud de Golf],Rural,27.4651
"300110386","30","011","0386",Rincón del Conchal,Rural,24.1341
"300110404","30","011","0404",Playas del Conchal,Rural,86.5808
"300110436","30","011","0436",Vista Bella,Rural,13.6684
"300110438","30","011","0438",Residencial Playa Dorada,Rural,10.5862
"300110455","30","011","0455",Real Mandinga,Rural,34.5059
"300110004","30","011","0004",Arbolillo,Rural,18.9664
"300110442","30","011","0442",Fraccionamiento el Sendero Residencial,Rural,17.7047
"300110422","30","011","0422",Herón Proal,Rural,64.2910
"300110444","30","011","0444",Fraccionamiento Lomas de la Rioja,Rural,45.7997
"300110437","30","011","0437",Lomas del Sol,Rural,55.7166
"300110456","30","011","0456",Costa Diamante,Rural,14.6792
"300110445","30","011","0445",Fraccionamiento los Manantiales Residencial,Rural,8.1948
"300110443","30","011","0443",Colonia Unidad Antorchista,Rural,16.0966
"300110339","30","011","0339",Mallorca [Residencial],Rural,2.6220
"300110009","30","011","0009",Mandinga y Matoza,Rural,32.9879
"300110457","30","011","0457",Las Olas,Rural,17.1836
"300110064","30","011","0064",Mata de Uva,Rural,25.0076
"300110049","30","011","0049",Paso Nacional,Rural,20.5443
"300110401","30","011","0401",Punta Tiburón,Rural,160.8135
"300110435","30","011","0435",Fraccionamiento las Lomas,Rural,59.7609
"300110432","30","011","0432",Banus,Rural,22.1952
"300110001","30","011","0001",Alvarado,Urbana,301.1763
"300110027","30","011","0027",Buen País,Rural,4.6120
"300280055","30","028","0055",Boca del Río,Rural,7.9204
"300280058","30","028","0058",Fraccionamiento Rivera de la Condesa,Rural,5.2040
"300280062","30","028","0062",Residencial el Dorado,Rural,100.4255
"300280054","30","028","0054",El Estero,Rural,22.4675
"300280018","30","028","0018",San José Novillero,Rural,34.5379
"300280001","30","028","0001",Boca del Río,Urbana,172.5069
"300280037","30","028","0037",Veracruz,Urbana,1822.2184
"300320057","30","032","0057",El Real,Rural,24.1456
"300320076","30","032","0076",Barra de Sontecomapan,Rural,10.1086
"300320065","30","032","0065",Sontecomapan,Rural,89.0946
"300330027","30","033","0027",Rancho Nuevo,Rural,24.2025
"300330045","30","033","0045",Chaca Gorda,Rural,1.8071
"300330002","30","033","0002",Barra de Cazones,Rural,64.7631
"300330081","30","033","0081",Playa Azul,Rural,8.1000
"300330003","30","033","0003",Buenavista,Rural,15.5434
"300390044","30","039","0044",Pajaritos,Rural,1.2173
"300390080","30","039","0080",La Cangrejera [Unidad Habitacional],Rural,10.6571
"300390113","30","039","0113",Centro de Readaptación Social,Rural,12.2301
"300390172","30","039","0172",Colonia Nueva Era,Rural,21.4098
"300390070","30","039","0070",Paso a Desnivel,Rural,3.2536
"300390001","30","039","0001",Coatzacoalcos,Urbana,4104.6148
"300390021","30","039","0021",Allende,Urbana,2406.2914
"300390043","30","039","0043",Mundo Nuevo,Urbana,911.0064
"300390170","30","039","0170",Puerto Esmeralda,Urbana,72.6380
"300390131","30","039","0131",La Guadalupana,Rural,26.9363
"300390022","30","039","0022",Las Barrillas,Rural,60.5165
"300480222","30","048","0222",El Dorado (Ampliación Estero del Pantano),Rural,13.2842
"300480011","30","048","0011",Estero del Pantano,Urbana,191.7190
"300820096","30","082","0096",Paraíso,Rural,20.3654
"300820003","30","082","0003",Villa del Espíritu Santo,Rural,17.3470
"301050033","30","105","0033",La Laguna y Monte del Castillo,Rural,140.8313
"301050055","30","105","0055",Playa de Vacas,Rural,16.7881
"301050290","30","105","0290",Fraccionamiento Residencial Marino,Rural,3.2423
"301050296","30","105","0296",Dieciocho de Marzo,Rural,8.1897
"301050297","30","105","0297",Fraccionamiento Nuevo Medellín,Rural,14.2527
"301050059","30","105","0059",Primero de la Palma,Rural,6.4191
"301050272","30","105","0272",Fraccionamiento Leonardo Rodríguez Alcaine,Rural,3.2131
"301050271","30","105","0271",Fraccionamiento Arboledas San Ramón,Urbana,79.2451
"301050273","30","105","0273",Fraccionamiento Puente Moreno,Urbana,307.0563
"301050288","30","105","0288",Las Palmas de Medellín,Rural,59.3611
"301140022","30","114","0022",El Raudal (Raudal de las Flores),Rural,10.0217
"301140006","30","114","0006",Barra de Palmas,Rural,18.1840
"301140001","30","114","0001",Nautla,Urbana,139.7280
"301210026","30","121","0026",Cucharas,Rural,44.0912
"301210031","30","121","0031",Belisario Domínguez (San Gregorio),Rural,47.4543
"301210071","30","121","0071",San Luciano,Rural,54.7206
"301210202","30","121","0202",Colonia Moreno (Isla Juan A. Ramírez),Rural,10.7381
"301210014","30","121","0014",La Laja,Rural,37.0834
"301220031","30","122","0031",El Pescador (El Moral),Rural,27.3270
"301220008","30","122","0008",Jicacal,Rural,42.9702
"301230186","30","123","0186",Mata de la Monteada,Rural,6.2318
"301230014","30","123","0014",Tamos,Urbana,286.2483
"301230029","30","123","0029",Moralillo,Urbana,428.2901
"301240537","30","124","0537",San José la Playa,Rural,3.2880
"301330019","30","133","0019",El Chachalaco,Rural,16.8630
"301330021","30","133","0021",La Guadalupe,Rural,8.4297
"301330031","30","133","0031",El Crucero (Estación Pedernales),Rural,36.2738
"301330033","30","133","0033",Kilómetro Quince,Rural,13.5720
"301330043","30","133","0043",El Sendero,Rural,18.1364
"301330108","30","133","0108",Bella Vista,Rural,18.4183
"301330158","30","133","0158",Bugambilias,Rural,24.1537
"301330001","30","133","0001",Cd. Cuauhtémoc,Urbana,305.7878
"301330002","30","133","0002",Anáhuac,Urbana,334.1345
"301330007","30","133","0007",Hidalgo,Urbana,275.4139
"301330012","30","133","0012",Primero de Mayo (Los Mangos),Urbana,172.7230
"301330017","30","133","0017",Benito Juárez,Urbana,348.0897
"301330016","30","133","0016",Colonia Petrolera Lindavista,Rural,71.8736
"301330142","30","133","0142",Ampliación Ejido Primero de Mayo,Rural,15.3151
"301330159","30","133","0159",Lázaro Cárdenas,Rural,35.5660
"301510007","30","151","0007",Barra de Corazones,Rural,8.8533
"301510025","30","151","0025",Isla del Ídolo (Isla el Ídolo),Rural,15.0580
"301510032","30","151","0032",Majahual,Rural,28.3195
"301510042","30","151","0042",Palo Blanco,Rural,43.3142
"301510053","30","151","0053",La Puntilla,Rural,21.5997
"301510065","30","151","0065",Tantálamos,Rural,24.4994
"301510072","30","151","0072",La Zanjita,Rural,15.6142
"301510073","30","151","0073",Tres Garantías,Rural,2.9020
"301510088","30","151","0088",La Guásima,Rural,24.2030
"301510090","30","151","0090",Tierra y Libertad,Rural,15.1088
"301510075","30","151","0075",Estero de Milpas,Rural,108.0777
"301510081","30","151","0081",Tarabitas,Rural,8.0292
"301510001","30","151","0001",Tamiahua,Urbana,146.2446
"301520025","30","152","0025",Mata de Chávez,Rural,18.4095
"301520029","30","152","0029",La Ribera,Rural,40.4285
"301520060","30","152","0060",Los Jobos,Rural,1.0949
"301520071","30","152","0071",Alto de la Zapupera,Rural,33.7203
"301520085","30","152","0085",Las Chacas,Rural,10.9788
"301520099","30","152","0099",La Majahua,Rural,41.8622
"301520114","30","152","0114",La Alborada,Rural,17.7505
"301520189","30","152","0189",La Ensenada,Rural,3.7178
"301520028","30","152","0028",Kilómetro Cien,Rural,15.9833
"301520080","30","152","0080",Garrapatas Kilómetro Ochenta y Dos,Rural,26.0949
"301520090","30","152","0090",La Restinga,Rural,2.6969
"301580009","30","158","0009",Cruz de los Esteros,Rural,40.9413
"301580039","30","158","0039",Lázaro Cárdenas (Riachuelos),Rural,36.8840
"301580045","30","158","0045",La Victoria,Rural,14.2453
"301580015","30","158","0015",La Guadalupe,Rural,56.5686
"301580350","30","158","0350",Fraternidad Antorchista,Rural,2.4403
"301580005","30","158","0005",Casitas,Rural,113.7517
"301580001","30","158","0001",Tecolutla,Urbana,175.2486
"301580249","30","158","0249",Paso del Río,Rural,4.2721
"301780077","30","178","0077",Pérez y Jiménez,Rural,15.6223
"301890023","30","189","0023",Cobos,Rural,7.0204
"301890076","30","189","0076",Playa Emiliano Zapata,Rural,13.4576
"301890091","30","189","0091",La Victoria (La Peñita),Rural,64.8583
"301890608","30","189","0608",Ejido Barra de Galindo,Rural,15.4155
"301890723","30","189","0723",El Sacrificio,Rural,49.5688
"301890085","30","189","0085",Tampamachoco,Rural,43.1714
"301890443","30","189","0443",San Antonio,Rural,6.7570
"301890720","30","189","0720",El Seminario,Rural,9.8493
"301890009","30","189","0009",Barra Norte,Rural,159.0804
"301890726","30","189","0726",Cumbre de Dios,Rural,9.3819
"301890480","30","189","0480",Ampliación Fraternidad Antorchista,Rural,2.2076
"301890001","30","189","0001",Túxpam de Rodríguez Cano,Urbana,2168.7832
"301910003","30","191","0003",Barra de Chachalacas,Rural,55.4962
"301910037","30","191","0037",Los Médanos,Rural,12.4897
"301910010","30","191","0010",Loma de San Rafael,Rural,38.7959
"301910016","30","191","0016",Playa de Chachalacas,Rural,81.8234
"301920018","30","192","0018",Las Higueras,Rural,26.9259
"301920024","30","192","0024",Lechuguillas,Rural,18.1788
"301920056","30","192","0056",Rancho Nuevo,Rural,12.4306
"301920097","30","192","0097",Paso Viejo,Rural,4.6055
"301920072","30","192","0072",El Tacahuite,Rural,17.2187
"301920060","30","192","0060",La Reforma,Rural,0.9180
"301920001","30","192","0001",Vega de Alatorre,Urbana,338.7912
"301930120","30","193","0120",Bajos del Jobo (Puente Moreno),Rural,46.3715
"302040009","30","204","0009",Gustavo Díaz Ordaz,Rural,9.6732
"302040026","30","204","0026",Ejido los Soldados,Rural,9.2164
"302040028","30","204","0028",Tonalá,Rural,132.6617
"302040072","30","204","0072",Los Manantiales,Rural,87.0419
"302040001","30","204","0001",Agua Dulce,Urbana,1696.0847
"302040017","30","204","0017",El Muelle (Gavilán Norte),Urbana,153.8217
"302060026","30","206","0026",Predio San Regino,Rural,18.6244
"302060050","30","206","0050",Democracia y Libertad,Rural,2.5636
"302060001","30","206","0001",Nanchital de Lázaro Cárdenas del Río,Urbana,561.5673
"310110001","31","011","0001",Celestún,Urbana,273.9852
"310260004","31","026","0004",San Bruno,Rural,94.9684
"310260035","31","026","0035",San Benito,Rural,142.2481
"310270004","31","027","0004",Santa Clara,Rural,49.0965
"310280166","31","028","0166",FONDEN [Unidad Habitacional],Rural,1.9711
"310280139","31","028","0139",Dzilam de Bravo [Unidad Habitacional],Rural,5.1409
"310280001","31","028","0001",Dzilam de Bravo,Urbana,72.4774
"310380004","31","038","0004",Sisal,Rural,129.8127
"310390023","31","039","0023",El Faro,Rural,75.3276
"310590001","31","059","0001",Progreso,Urbana,965.8398
"310590003","31","059","0003",Chelem,Urbana,473.5512
"310590004","31","059","0004",Chicxulub (Chicxulub Puerto),Urbana,582.1783
"310590005","31","059","0005",Chuburná,Urbana,269.6186
"310610001","31","061","0001",Río Lagartos,Urbana,81.5366
"310650001","31","065","0001",San Felipe,Urbana,64.3861
"310680003","31","068","0003",San Crisanto,Rural,73.2431
"310830001","31","083","0001",Telchac Puerto,Urbana,376.3674
"310960009","31","096","0009",El Cuyo,Rural,113.6249
"311060002","31","106","0002",Chabihau,Rural,38.1468
