CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,NOMGEO,AMBITO,SUP_HAS
"301600069","30","160","0069",KilÃ³metro Treinta y Tres (Paso Real),Rural,24.3912
"301600096","30","160","0096",Nuevo Paso Real,Rural,12.8154
"301600138","30","160","0138",La UniÃ³n,Rural,43.0321
"301720003","30","172","0003",Boca del RÃ­o,Rural,13.3805
"301720004","30","172","0004",LÃ¡zaro CÃ¡rdenas,Rural,19.2742
"301720011","30","172","0011",Guadalupe Victoria,Rural,10.9046
"301720017","30","172","0017",Venustiano Carranza (PeÃ±a Blanca),Rural,85.9229
"301720022","30","172","0022",Villa Alta,Rural,29.9545
"301720048","30","172","0048",Buenavista (El Corpal),Rural,3.7901
"301720056","30","172","0056",JosÃ© MarÃ­a Morelos y PavÃ³n,Rural,3.9325
"301720060","30","172","0060",XochitlÃ¡n Monte Negro,Rural,6.9491
"301720064","30","172","0064",XochitlÃ¡n (Palmillas),Rural,3.2384
"301720231","30","172","0231",El BajÃ­o,Rural,1.2117
"301720237","30","172","0237",AmpliaciÃ³n Yatepec,Rural,10.1364
"301720024","30","172","0024",Ixtepec,Rural,12.8865
"301720080","30","172","0080",Yatepec,Rural,5.3024
"301720020","30","172","0020",Xochiltepec,Rural,0.9071
"301720013","30","172","0013",JosÃ© MarÃ­a Pino SuÃ¡rez,Rural,17.3112
"301720014","30","172","0014",Loma Bonita,Rural,9.3130
"301720007","30","172","0007",Emiliano Zapata,Rural,40.2477
"301720019","30","172","0019",San Lorenzo TenochtitlÃ¡n,Rural,43.6481
"301720016","30","172","0016",Ojo de Agua,Rural,12.3855
"301740069","30","174","0069",Nuevo Masamila (Los CaÃ±os),Rural,13.5846
"301740095","30","174","0095",El Porvenir,Rural,20.4142
"301740121","30","174","0121",Ãšrsulo GalvÃ¡n (Las Charcas),Rural,12.8668
"301740232","30","174","0232",Poblado Cinco (Nuevo Villa OjitlÃ¡n),Rural,83.3376
"301750432","30","175","0432",La Vega,Rural,25.3879
"301760004","30","176","0004",Ambrosio Alcalde,Rural,6.4352
"301760001","30","176","0001",Tlacojalpan,Urbana,153.5968
"301780077","30","178","0077",PÃ©rez y JimÃ©nez,Rural,15.6223
"301780085","30","178","0085",Remolino de Aguilera,Rural,5.2972
"301780124","30","178","0124",Nueva Era,Rural,0.3145
"301780129","30","178","0129",Linda Vista,Rural,9.6051
"301780213","30","178","0213",San Francisco los Cocos (La Guadalupe),Rural,5.4576
"301780240","30","178","0240",San Mateo,Rural,2.2624
"301780001","30","178","0001",Tlacotalpan,Urbana,173.3637
"301890007","30","189","0007",Baltazar,Rural,20.1050
"301890008","30","189","0008",Banderas,Rural,42.9008
"301890012","30","189","0012",Benito JuÃ¡rez,Rural,10.7426
"301890016","30","189","0016",Buenos Aires,Rural,20.9959
"301890021","30","189","0021",Ceiba Rica,Rural,24.6367
"301890023","30","189","0023",Cobos,Rural,7.0204
"301890029","30","189","0029",Cruz Naranjos,Rural,38.2750
"301890030","30","189","0030",Chacoaco,Rural,21.4630
"301890034","30","189","0034",Chomotla,Rural,2.8767
"301890039","30","189","0039",Frijolillo,Rural,81.0907
"301890042","30","189","0042",Higo de la Esperanza,Rural,15.5717
"301890043","30","189","0043",Higueral,Rural,12.5751
"301890047","30","189","0047",Juana Moza,Rural,118.1502
"301890050","30","189","0050",La Laja de Coloman,Rural,17.1507
"301890055","30","189","0055",Linda Vista,Rural,17.7162
"301890061","30","189","0061",Miramar (La Antigua),Rural,9.1928
"301890064","30","189","0064",Monte Grande,Rural,34.3048
"301890071","30","189","0071",Otatal,Rural,4.3224
"301890076","30","189","0076",Playa Emiliano Zapata,Rural,13.4576
"301890079","30","189","0079",Puente Don Diego,Rural,12.9843
"301890080","30","189","0080",Sabanillas,Rural,10.2283
"301890086","30","189","0086",Tampiquillo,Rural,20.0049
"301890088","30","189","0088",Tierra Blanca,Rural,34.1235
"301890091","30","189","0091",La Victoria (La PeÃ±ita),Rural,64.8583
"301890092","30","189","0092",Villa Mar Chile FrÃ­o,Rural,17.0957
"301890096","30","189","0096",La Laja de Zapote Bueno,Rural,14.1458
"301890163","30","189","0163",CongregaciÃ³n Juana Moza,Rural,441.3572
"301890524","30","189","0524",Morelos,Rural,15.9488
"301890590","30","189","0590",Colonia MÃ©xico Lindo,Rural,9.7838
"301890608","30","189","0608",Ejido Barra de Galindo,Rural,15.4155
"301890697","30","189","0697",AmpliaciÃ³n Santa Martha,Rural,1.3937
"301890723","30","189","0723",El Sacrificio,Rural,49.5688
"301890085","30","189","0085",Tampamachoco,Rural,43.1714
"301890443","30","189","0443",San Antonio,Rural,6.7570
"301890720","30","189","0720",El Seminario,Rural,9.8493
"301890009","30","189","0009",Barra Norte,Rural,159.0804
"301890013","30","189","0013",Boca del Monte,Rural,12.3935
"301890726","30","189","0726",Cumbre de Dios,Rural,9.3819
"301890003","30","189","0003",Altamira,Rural,16.2047
"301890480","30","189","0480",AmpliaciÃ³n Fraternidad Antorchista,Rural,2.2076
"301890714","30","189","0714",Colonia Revolucionaria Veracruzana (Fidel Herrera BeltrÃ¡n),Rural,75.3294
"301890001","30","189","0001",TÃºxpam de RodrÃ­guez Cano,Urbana,2168.7832
"301890005","30","189","0005",Alto Lucero,Urbana,450.2712
"301890083","30","189","0083",Santiago de la PeÃ±a,Urbana,294.9929
"301890727","30","189","0727",Salsipuedes,Rural,7.2305
"301890174","30","189","0174",Ojite Rancho Nuevo,Rural,42.5439
"301900001","30","190","0001",Tuxtilla,Urbana,93.6979
"301910003","30","191","0003",Barra de Chachalacas,Rural,55.4962
"301910004","30","191","0004",El Chalahuite,Rural,22.1223
"301910005","30","191","0005",Francisco I. Madero,Rural,13.9986
"301910009","30","191","0009",El Limoncito,Rural,7.6768
"301910037","30","191","0037",Los MÃ©danos,Rural,12.4897
"301910002","30","191","0002",El Arenal,Rural,26.3804
"301910015","30","191","0015",Paso de DoÃ±a Juana,Rural,26.1424
"301910021","30","191","0021",La DesviaciÃ³n (Colonia Vicente Guerrero),Rural,8.1760
"301910010","30","191","0010",Loma de San Rafael,Rural,38.7959
"301910013","30","191","0013",El ParaÃ­so (La Charca),Rural,51.2470
"301910044","30","191","0044",Santa Rosa,Rural,3.8536
"301910017","30","191","0017",El Porvenir,Rural,18.4859
"301910001","30","191","0001",Ursulo GalvÃ¡n,Urbana,176.5066
"301910007","30","191","0007",La Gloria,Urbana,99.1582
"301910020","30","191","0020",Zempoala,Urbana,385.5837
"301910016","30","191","0016",Playa de Chachalacas,Rural,81.8234
"301920018","30","192","0018",Las Higueras,Rural,26.9259
"301920023","30","192","0023",El Laurel,Rural,13.0493
"301920024","30","192","0024",Lechuguillas,Rural,18.1788
"301920056","30","192","0056",Rancho Nuevo,Rural,12.4306
"301920097","30","192","0097",Paso Viejo,Rural,4.6055
"301920060","30","192","0060",La Reforma,Rural,0.9180
"301920001","30","192","0001",Vega de Alatorre,Urbana,338.7912
"301920016","30","192","0016",Emilio Carranza,Urbana,413.4751
"301930198","30","193","0198",Colonia Patria (Diez HectÃ¡reas),Rural,3.6789
"301930209","30","193","0209",Colonia Bahia Libre,Rural,5.7373
"301930218","30","193","0218",Infonavit Orquideas,Rural,3.7713
"301930229","30","193","0229",Arboledas,Rural,10.4727
"301930241","30","193","0241",Nuevo Veracruz,Urbana,97.2152
"301930207","30","193","0207",Fraccionamiento Condado de Valle Dorado,Rural,10.0477
"301930221","30","193","0221",Condado del Valle Dorado (Segunda SecciÃ³n),Rural,5.3691
"301930150","30","193","0150",Colonia el Renacimiento,Rural,104.9055
"301930083","30","193","0083",San JuliÃ¡n,Rural,32.4525
"301930120","30","193","0120",Bajos del Jobo (Puente Moreno),Rural,46.3715
"301930001","30","193","0001",Veracruz,Urbana,5607.4631
"301930157","30","193","0157",RÃ­o Medio [Granja],Urbana,44.3110
"301930217","30","193","0217",Fraccionamiento Geovillas los Pinos,Urbana,181.4239
"301930222","30","193","0222",Fraccionamiento Costa Dorada,Urbana,33.1661
"301930223","30","193","0223",Fraccionamiento el Campanario,Urbana,32.6814
"301930228","30","193","0228",Colinas de Santa Fe,Urbana,65.6091
"301930230","30","193","0230",Lomas de RÃ­o Medio Cuatro,Urbana,101.0684
"301930231","30","193","0231",Los Torrentes,Urbana,60.9462
"301930232","30","193","0232",Oasis,Urbana,30.9081
"301930151","30","193","0151",Colonia Chalchihuecan,Rural,29.1356
"302040006","30","204","0006",El Cedral,Rural,14.3453
"302040009","30","204","0009",Gustavo DÃ­az Ordaz,Rural,9.6732
"302040010","30","204","0010",El Encanto (Ejido el Encanto Pesquero),Rural,26.1640
"302040026","30","204","0026",Ejido los Soldados,Rural,9.2164
"302040028","30","204","0028",TonalÃ¡,Rural,132.6617
"302040039","30","204","0039",CuauhtÃ©moc,Rural,10.9095
"302040072","30","204","0072",Los Manantiales,Rural,87.0419
"302040141","30","204","0141",Fraccionamiento Quince de Agosto,Rural,6.9082
"302040001","30","204","0001",Agua Dulce,Urbana,1696.0847
"302040017","30","204","0017",El Muelle (GavilÃ¡n Norte),Urbana,153.8217
"302060006","30","206","0006",El Pollo de Oro,Rural,2.9839
"302060026","30","206","0026",Predio San Regino,Rural,18.6244
"302060050","30","206","0050",Democracia y Libertad,Rural,2.5636
"302060001","30","206","0001",Nanchital de LÃ¡zaro CÃ¡rdenas del RÃ­o,Urbana,561.5673
"302070021","30","207","0021",Las MarÃ­as,Rural,12.9967
"302070028","30","207","0028",ParaÃ­so RÃ­o Tonto,Rural,24.6339
"302070029","30","207","0029",Paso Corral,Rural,8.9432
"302070030","30","207","0030",Playa de Margarita,Rural,9.6182
"302070034","30","207","0034",Ejido HuayacÃ¡n,Rural,9.4502
"302070038","30","207","0038",San Antonio (El Chamizal),Rural,12.4931
"302070047","30","207","0047",Zapote Colorado,Rural,24.2658
"302070053","30","207","0053",Campo MÃ©xico,Rural,12.5788
"302070054","30","207","0054",Campo Nuevo,Rural,8.6112
"302070067","30","207","0067",El Nuevo Manantial,Rural,29.7746
"302070069","30","207","0069",Laguna Verde,Rural,13.8440
"302070075","30","207","0075",Las Margaritas,Rural,13.8469
"302070121","30","207","0121",Santo Domingo,Rural,11.5702
"302070066","30","207","0066",La Guadalupe,Rural,55.7973
"302070083","30","207","0083",Novara,Urbana,139.6395
"302080015","30","208","0015",Cerro de Torres Uno (San MartÃ­n de la Barranca),Rural,11.1076
"302080057","30","208","0057",Playa Medina (Mata de Agua),Rural,1.1638
"302080073","30","208","0073",UluapeÃ±o,Rural,4.7928
"302080074","30","208","0074",Venustiano Carranza,Rural,36.5754
"302080075","30","208","0075",Vicente Guerrero,Rural,8.5625
"302080070","30","208","0070",Tilapa,Rural,20.6283
"302080016","30","208","0016",Los Cocos,Rural,40.3632
"302080001","30","208","0001",Carlos A. Carrillo,Urbana,544.1763
"302090020","30","209","0020",Magallanes,Rural,19.7639
"302090023","30","209","0023",Mezcalapa,Rural,11.7834
"302090024","30","209","0024",El Mirador Pilapa,Rural,25.7117
"302090025","30","209","0025",PeÃ±a Hermosa,Rural,9.2488
"302090026","30","209","0026",Piedra Labrada,Rural,26.0331
"302090027","30","209","0027",Pilapillo,Rural,16.6297
"302090035","30","209","0035",San Francisco (Agua FrÃ­a),Rural,18.1671
"302090039","30","209","0039",Sochapa de Ãlvaro ObregÃ³n,Rural,12.5813
"302090041","30","209","0041",Tecuanapa,Rural,10.9598
"302090050","30","209","0050",Zapoapan,Rural,17.8278
"302090051","30","209","0051",ZapotitlÃ¡n,Rural,14.7370
"302090044","30","209","0044",Ãšrsulo GalvÃ¡n,Rural,22.5783
"302090045","30","209","0045",La Valentina,Rural,16.2695
"302110008","30","211","0008",Calle Chica,Rural,2.1184
"302110033","30","211","0033",El Ojite,Rural,31.5774
"302110084","30","211","0084",Melchor Ocampo,Rural,129.3220
"302110091","30","211","0091",Paso de Telaya,Rural,20.2023
"302110112","30","211","0112",Tres Bocas,Rural,18.0202
"302110125","30","211","0125",Colonia Catorce de Diciembre,Rural,3.5165
"302110001","30","211","0001",San Rafael,Urbana,272.9904
"040010002","04","001","0002",Isla Arena,Rural,30.1813
"040020086","04","002","0086",ImÃ­,Rural,733.6356
"040020101","04","002","0101",San Francisco KobÃ©n,Rural,77.3510
"040020001","04","002","0001",San Francisco de Campeche,Urbana,5247.8130
"040020087","04","002","0087",Lerma,Urbana,564.9588
"040040016","04","004","0016",La Joya,Rural,44.4472
"040040521","04","004","0521",Villamar,Rural,34.9381
"040042119","04","004","2119",Campeche Playa Esmeralda Resort,Rural,30.3447
"040042148","04","004","2148",Villa de las Flores,Rural,9.4365
"040040017","04","004","0017",Ciudad del Sol,Rural,14.4672
"040042356","04","004","2356",Tres de Mayo,Rural,6.0785
"040041787","04","004","1787",Punta Xen,Rural,20.7050
"040040233","04","004","0233",El Porvenir,Rural,36.0256
"040040001","04","004","0001",ChampotÃ³n,Urbana,1051.7927
"040040019","04","004","0019",Moquel,Rural,52.4508
"040120016","04","012","0016",HaltunchÃ©n,Rural,3.4197
"040120001","04","012","0001",Seybaplaya,Urbana,276.2577
"040120055","04","012","0055",Villa Madero,Urbana,158.1455
"040030811","04","003","0811",Centauro del Norte,Rural,24.6252
"040032248","04","003","2248",GeneralÃ­simo Morelos,Rural,14.8134
"040033217","04","003","3217",El Aguacatal,Rural,84.3588
"040032249","04","003","2249",Valle de Solidaridad,Rural,3.8256
"040032250","04","003","2250",Murallas de Campeche,Rural,19.3105
"040030733","04","003","0733",Bella Palizada,Rural,5.9415
"040030031","04","003","0031",Santa Rita,Rural,18.5293
"040031539","04","003","1539",Santa Cruz,Rural,15.4370
"040030001","04","003","0001",Ciudad del Carmen,Urbana,3562.4540
"040030199","04","003","0199",Isla Aguada,Urbana,313.7812
"040030614","04","003","0614",Sabancuy,Urbana,260.9691
"040030082","04","003","0082",Calax,Rural,19.6791
"230010067","23","001","0067",El Cedral,Rural,34.4655
"230010754","23","001","0754",Huerto Familiar,Rural,17.9213
"230010800","23","001","0800",Pueblo Nuevo,Rural,10.5628
"230010932","23","001","0932",Las Fincas,Rural,96.2563
"230010858","23","001","0858",San Fernando,Rural,36.0495
"230010001","23","001","0001",Cozumel,Urbana,2286.0442
"230030092","23","003","0092",Punta Sam,Rural,11.1662
"230030476","23","003","0476",La Amada [Residencial],Rural,8.6559
"230030448","23","003","0448",Tres de Septiembre,Rural,4.4741
"230030478","23","003","0478",El Alba [Colonia],Rural,3.5994
"230030177","23","003","0177",La Morena,Rural,6.6443
"230030535","23","003","0535",La Luna,Rural,9.3763
"230030475","23","003","0475",La Victoria,Rural,19.1047
"230030500","23","003","0500",Minas de Rancho Viejo,Rural,14.0136
"230030001","23","003","0001",Isla Mujeres,Urbana,393.5568
"230030286","23","003","0286",Zona Urbana Ejido Isla Mujeres,Urbana,234.6898
"230030180","23","003","0180",Centauros [Colonia],Rural,2.5097
"230040111","23","004","0111",Xcalak,Rural,30.2544
"230043102","23","004","3102",Hermanos Flores MagÃ³n,Rural,7.0527
"230040053","23","004","0053",Mahahual,Urbana,228.4155
"230050484","23","005","0484",Central de Abasto,Rural,17.7995
"230050531","23","005","0531",Lagos del Sol,Rural,186.1591
"230050770","23","005","0770",Moon Palace [Centro de DistribuciÃ³n],Rural,18.3204
"230050929","23","005","0929",Moon Palace,Rural,475.1626
"230051415","23","005","1415",CancÃºn Country Club,Rural,464.3428
"230051614","23","005","1614",Santa Anna [Parque Industrial],Rural,78.9377
"230050001","23","005","0001",CancÃºn,Urbana,14264.9787
"230070012","23","007","0012",Holbox,Rural,150.2158
"230070008","23","007","0008",ChiquilÃ¡,Rural,67.1854
"230080100","23","008","0100",Mayan Palace,Rural,115.8908
"230080111","23","008","0111",ValentÃ­n Maya Resort,Rural,49.2837
"230080157","23","008","0157",Blue Diamond [Hotel],Rural,15.4144
"230080200","23","008","0200",Playa del Secreto,Rural,11.7907
"230080201","23","008","0201",Iberostar,Rural,159.8207
"230080217","23","008","0217",Punta Maroma,Rural,112.2102
"230080230","23","008","0230",San Francisco,Rural,12.8252
"230080231","23","008","0231",Club Tulum Palace,Rural,47.2634
"230080241","23","008","0241",San Antonio,Rural,1.4407
"230080265","23","008","0265",San JosÃ©,Rural,11.0640
"230080285","23","008","0285",Grand Palladium,Rural,84.2487
"230080345","23","008","0345",Xpu Ha,Rural,65.6477
"230080382","23","008","0382",BarcelÃ³ Maya,Rural,93.8692
"230080384","23","008","0384",Ocean Maya Royale,Rural,36.1129
"230080416","23","008","0416",Guadalupano,Rural,13.6169
"230080483","23","008","0483",San MartÃ­n,Rural,18.7081
"230080496","23","008","0496",Tres RÃ­os,Rural,36.3941
"230080596","23","008","0596",Marina Maroma,Rural,7.3029
"230080613","23","008","0613",Secrets Capri,Rural,21.6369
"230080641","23","008","0641",Dorado Royale,Rural,24.3300
"230080642","23","008","0642",Santa Teresita,Rural,56.3621
"230080817","23","008","0817",Blue Bay Grand Esmeralda,Rural,95.6173
"230080818","23","008","0818",Playa ParaÃ­so,Rural,13.1736
"230080835","23","008","0835",Grand Sirenis,Rural,190.7489
"230080572","23","008","0572",El Sauce,Rural,8.1591
"230080949","23","008","0949",Belfast,Rural,5.3629
"230080950","23","008","0950",Monte SinahÃ­,Rural,51.7781
"230080555","23","008","0555",San Ãngel,Rural,3.1232
"230080001","23","008","0001",Playa del Carmen,Urbana,4979.9773
"230080308","23","008","0308",Puerto Aventuras,Urbana,326.5989
"230090016","23","009","0016",Aventuras Akumal,Rural,2.1884
"230090018","23","009","0018",Gran BahÃ­a PrÃ­ncipe,Rural,413.1493
"230090053","23","009","0053",Chan Chemuyil,Rural,4.6667
"230090055","23","009","0055",Ciudad Chemuyil,Rural,13.9385
"230090067","23","009","0067",Crucero de las Ruinas de Tulum,Rural,39.2384
"230090104","23","009","0104",Jacinto Pat,Rural,12.9193
"230090106","23","009","0106",Javier Rojo GÃ³mez (Punta Allen),Rural,18.6816
"230090154","23","009","0154",Oasis Akumal,Rural,4.4195
"230090237","23","009","0237",Tankah Cuatro,Rural,9.2078
"230090332","23","009","0332",YalkÃº,Rural,11.5534
"230090460","23","009","0460",Tankah Pueblo,Rural,2.2150
"230090005","23","009","0005",Akumal,Rural,62.3374
"230090001","23","009","0001",Tulum,Urbana,1056.6840
"230110187","23","011","0187",Las SÃ¡bilas [Rancho],Rural,1.1825
"230110347","23","011","0347",Rancho Chico,Rural,2.5573
"230110001","23","011","0001",Puerto Morelos,Urbana,776.7294
"230110540","23","011","0540",Aldea Kin,Rural,11.8832
"230110541","23","011","0541",Aldea Ha,Rural,14.6449
"310110001","31","011","0001",CelestÃºn,Urbana,273.9852
"310260004","31","026","0004",San Bruno,Rural,94.9684
"310260035","31","026","0035",San Benito,Rural,142.2481
"310260069","31","026","0069",XtampÃº,Rural,37.1426
"310270004","31","027","0004",Santa Clara,Rural,49.0965
"310280166","31","028","0166",FONDEN [Unidad Habitacional],Rural,1.9711
"310280139","31","028","0139",Dzilam de Bravo [Unidad Habitacional],Rural,5.1409
"310280001","31","028","0001",Dzilam de Bravo,Urbana,72.4774
"310380004","31","038","0004",Sisal,Rural,129.8127
"310390023","31","039","0023",El Faro,Rural,75.3276
"310590001","31","059","0001",Progreso,Urbana,965.8398
"310590003","31","059","0003",Chelem,Urbana,473.5512
"310590004","31","059","0004",Chicxulub (Chicxulub Puerto),Urbana,582.1783
"310590005","31","059","0005",ChuburnÃ¡,Urbana,269.6186
"310610002","31","061","0002",Las Coloradas,Rural,47.7103
"310610001","31","061","0001",RÃ­o Lagartos,Urbana,81.5366
"310650001","31","065","0001",San Felipe,Urbana,64.3861
"310680003","31","068","0003",San Crisanto,Rural,73.2431
"310830001","31","083","0001",Telchac Puerto,Urbana,376.3674
"310960009","31","096","0009",El Cuyo,Rural,113.6249
"311060002","31","106","0002",Chabihau,Rural,38.1468
